41584756.977997;  38.12; 266; -3; 32.00; 28; 3; 1; 
41680742.863991;  41.89; 268; -5; 31.00; 26; 5; 1; 
41792831.573997;  42.62; 271; -6; 28.00; 23; 6; 1; 
41891372.625999;  43.43; 273; -7; 25.00; 21; 7; 1; 
41987013.804993;  43.80; 274; -8; 22.00; 20; 8; 1; 
42080761.343994;  41.96; 276; -8; 18.00; 18; 8; 1; 
42192704.544998;  43.36; 278; -9; 14.00; 16; 9; 1; 
42289280.425995;  41.96; 279; -9; 11.00; 15; 9; 1; 
42386040.553001;  39.74; 280; -9; 7.00; 14; 9; 1; 
42481862.939995;  41.57; 281; -10; 4.00; 13; 10; 1; 
42594902.256996;  42.27; 283; -10; 0.00; 11; 10; 1; 
42688755.950996;  43.00; 284; -10; -2.00; 10; 10; 1; 
42786088.868004;  42.01; 285; -10; -6.00; 9; 10; 1; 
42881796.176003;  36.00; 285; -9; -9.00; 9; 9; 1; 
42993140.224998;  36.37; 286; -9; -12.00; 8; 9; 1; 
43092101.912994;  37.13; 287; -9; -15.00; 7; 9; 1; 
43185835.487000;  38.31; 288; -9; -18.00; 6; 9; 1; 
43282560.182999;  36.31; 288; -9; -20.00; 6; 9; 1; 
43393225.943001;  34.99; 289; -8; -23.00; 5; 8; 1; 
43489100.249992;  32.99; 289; -8; -25.00; 5; 8; 1; 
43584847.213997;  30.99; 289; -8; -27.00; 5; 8; 1; 
43681076.961998;  34.43; 290; -8; -29.00; 4; 8; 1; 
43793071.225998;  32.43; 290; -8; -31.00; 4; 8; 1; 
43889041.552994;  30.43; 290; -8; -33.00; 4; 8; 1; 
43985661.526993;  31.80; 291; -7; -35.00; 3; 7; 1; 
44081707.938995;  30.80; 291; -7; -36.00; 3; 7; 1; 
44193247.191994;  28.80; 291; -7; -38.00; 3; 7; 1; 
44288990.563995;  27.80; 291; -7; -39.00; 3; 7; 1; 
44387461.829002;  33.05; 292; -7; -41.00; 2; 7; 1; 
44480747.162003;  32.05; 292; -7; -42.00; 2; 7; 1; 
44594168.544991;  27.57; 292; -6; -44.00; 2; 6; 1; 
44688757.722992;  27.57; 292; -6; -44.00; 2; 6; 1; 
44786793.403000;  26.57; 292; -6; -45.00; 2; 6; 1; 
44881281.824989;  25.57; 292; -6; -46.00; 2; 6; 1; 
44995707.936996;  24.57; 292; -6; -47.00; 2; 6; 1; 
45089186.081001;  23.57; 292; -6; -48.00; 2; 6; 1; 
45184731.459991;  31.54; 293; -6; -49.00; 1; 6; 1; 
45280766.806000;  31.54; 293; -6; -49.00; 1; 6; 1; 
45393932.170998;  28.69; 293; -5; -50.00; 1; 5; 1; 
45490990.157997;  27.69; 293; -5; -51.00; 1; 5; 1; 
45584762.879997;  27.69; 293; -5; -51.00; 1; 5; 1; 
45681330.283997;  26.69; 293; -5; -52.00; 1; 5; 1; 
45795341.811996;  26.69; 293; -5; -52.00; 1; 5; 1; 
45888790.560997;  26.69; 293; -5; -52.00; 1; 5; 1; 
45988538.559998;  25.69; 293; -5; -53.00; 1; 5; 1; 
46081766.024994;  25.69; 293; -5; -53.00; 1; 5; 1; 
46193440.261993;  24.69; 293; -5; -54.00; 1; 5; 1; 
46288729.226997;  24.69; 293; -5; -54.00; 1; 5; 1; 
46384717.901993;  24.69; 293; -5; -54.00; 1; 5; 1; 
46482172.129997;  23.69; 293; -5; -55.00; 1; 5; 1; 
46592768.042000;  23.69; 293; -5; -55.00; 1; 5; 1; 
46691204.070992;  23.69; 293; -5; -55.00; 1; 5; 1; 
46786942.578995;  19.96; 293; -4; -56.00; 1; 4; 1; 
46880682.186996;  20.96; 293; -4; -55.00; 1; 4; 1; 
46994889.213997;  35.00; 294; -4; -55.00; 0; 4; 1; 
47088732.124001;  35.00; 294; -4; -55.00; 0; 4; 1; 
47184733.454994;  35.00; 294; -4; -55.00; 0; 4; 1; 
47281878.890991;  35.00; 294; -4; -55.00; 0; 4; 1; 
47392758.083000;  35.00; 294; -4; -55.00; 0; 4; 1; 
47490647.281998;  35.00; 294; -4; -55.00; 0; 4; 1; 
47585422.765991;  35.00; 294; -4; -55.00; 0; 4; 1; 
47681958.274994;  35.00; 294; -4; -55.00; 0; 4; 1; 
47792744.542000;  35.00; 294; -4; -55.00; 0; 4; 1; 
47890505.330994;  35.00; 294; -4; -55.00; 0; 4; 1; 
47987523.240997;  -190.80; 0; 1; -191.01; -145; -141; 0; 
48080812.620995;  -174.60; -1; 1; -175.01; -144; -141; 0; 
48192729.430992;  -154.60; -1; 1; -155.01; -144; -141; 0; 
48288693.233994;  -139.80; 0; 1; -140.01; -145; -141; 0; 
48385942.759995;  -126.80; 0; 1; -127.01; -145; -141; 0; 
48482601.078995;  -114.80; 0; 1; -115.01; -145; -141; 0; 
48592804.514999;  -101.80; 0; 1; -102.01; -145; -141; 0; 
48689829.433998;  -91.80; 0; 1; -92.01; -145; -141; 0; 
48784797.417000;  -83.80; 0; 1; -84.01; -145; -141; 0; 
48882645.257996;  -74.80; 0; 1; -75.01; -145; -141; 0; 
48992785.097000;  -67.01; 0; 0; -67.01; -145; -140; 0; 
49090847.025993;  -60.01; 0; 0; -60.01; -145; -140; 0; 
49185411.358994;  -55.01; 0; 0; -55.01; -145; -140; 0; 
49281127.434998;  -49.01; 0; 0; -49.01; -145; -140; 0; 
49394388.401001;  -44.01; 0; 0; -44.01; -145; -140; 0; 
49488814.641998;  -39.01; 0; 0; -39.01; -145; -140; 0; 
49585078.329002;  -36.01; 0; 0; -36.01; -145; -140; 0; 
49681036.116997;  -32.01; 0; 0; -32.01; -145; -140; 0; 
49793145.662994;  -29.01; 0; 0; -29.01; -145; -140; 0; 
49891609.293999;  -26.01; 0; 0; -26.01; -145; -140; 0; 
49985457.820999;  -23.01; 0; 0; -23.01; -145; -140; 0; 
50081030.488998;  -21.01; 0; 0; -21.01; -145; -140; 0; 
50192774.730995;  -19.01; 0; 0; -19.01; -145; -140; 0; 
50289957.374992;  -17.01; 0; 0; -17.01; -145; -140; 0; 
50387252.263992;  -15.01; 0; 0; -15.01; -145; -140; 0; 
50481526.313995;  -14.01; 0; 0; -14.01; -145; -140; 0; 
50593819.612991;  -12.01; 0; 0; -12.01; -145; -140; 0; 
50688722.954002;  -11.01; 0; 0; -11.01; -145; -140; 0; 
50785848.518990;  -10.01; 0; 0; -10.01; -145; -140; 0; 
50881524.370995;  -9.01; 0; 0; -9.01; -145; -140; 0; 
50992706.911995;  -8.01; 0; 0; -8.01; -145; -140; 0; 
51089299.969994;  -7.01; 0; 0; -7.01; -145; -140; 0; 
51186195.800995;  -6.01; 0; 0; -6.01; -145; -140; 0; 
51282477.560997;  -6.01; 0; 0; -6.01; -145; -140; 0; 
51393295.024994;  -5.01; 0; 0; -5.01; -145; -140; 0; 
51490070.491997;  -5.01; 0; 0; -5.01; -145; -140; 0; 
51585278.098991;  -4.01; 0; 0; -4.01; -145; -140; 0; 
51682602.039993;  -4.01; 0; 0; -4.01; -145; -140; 1; 
51793284.068001;  -3.84; -6; -5; -4.01; -139; -135; 1; 
51889070.487999;  -4.09; -11; -11; -4.01; -134; -129; 1; 
51986479.641998;  -4.36; -16; -17; -4.01; -129; -123; 1; 
52080995.983002;  -4.42; -21; -22; -4.01; -124; -118; 1; 
52192785.769997;  -4.75; -27; -29; -4.01; -118; -111; 1; 
52289573.806999;  -4.85; -33; -35; -4.01; -112; -105; 1; 
52384711.105995;  -4.94; -38; -40; -4.01; -107; -100; 1; 
52481304.137001;  -5.34; -43; -46; -4.01; -102; -94; 1; 
52593959.991997;  -5.82; -49; -53; -4.01; -96; -87; 1; 
52688815.693001;  -5.98; -54; -58; -4.01; -91; -82; 1; 
52786145.064995;  -6.20; -60; -64; -4.01; -85; -76; 1; 
52882549.576996;  -6.81; -65; -70; -4.01; -80; -70; 1; 
52994866.075996;  -7.14; -71; -76; -4.01; -74; -64; 1; 
53089772.791992;  -7.95; -76; -82; -4.01; -69; -58; 1; 
53185443.306999;  -7.37; -81; -87; -3.01; -64; -53; 1; 
53280700.593994;  -5.87; -86; -92; -1.01; -59; -48; 1; 
