t; x; y; theta
32866729.798000; 1.18; 0.58; 28.20
32882618.007999; 1.18; 0.58; 28.21
32900114.873999; 1.18; 0.58; 28.22
32913950.285997; 1.18; 0.58; 28.22
32931428.719000; 1.18; 0.58; 28.23
32950159.580999; 1.18; 0.58; 28.23
32962630.959000; 1.18; 0.58; 28.24
32979663.227001; 1.18; 0.58; 28.25
32995709.036001; 1.18; 0.58; 28.25
33011899.415001; 1.18; 0.58; 28.24
33028255.821999; 1.18; 0.58; 28.23
33041909.952002; 1.18; 0.58; 28.23
33058533.268999; 1.18; 0.58; 28.22
33074479.485001; 1.18; 0.58; 28.21
33090028.157000; 1.18; 0.58; 28.21
33107238.722002; 1.18; 0.58; 28.20
33123444.608999; 1.18; 0.58; 28.20
33137911.334002; 1.18; 0.58; 28.19
33156215.758999; 1.18; 0.58; 28.18
33169895.137999; 1.18; 0.58; 28.18
33187297.845999; 1.18; 0.58; 28.17
33202370.782001; 1.19; 0.58; 28.16
33219120.233000; 1.19; 0.58; 28.16
33235764.196001; 1.19; 0.58; 28.15
33251673.795000; 1.19; 0.58; 28.14
33266438.783001; 1.19; 0.58; 28.14
33281909.696999; 1.19; 0.58; 28.13
33298475.288000; 1.19; 0.58; 28.13
33313910.531000; 1.19; 0.58; 28.12
33329948.658001; 1.19; 0.58; 28.11
33346438.745001; 1.19; 0.58; 28.11
33363076.635000; 1.19; 0.58; 28.10
33378350.873999; 1.19; 0.58; 28.09
33393911.666000; 1.19; 0.58; 28.09
33410449.193001; 1.19; 0.58; 28.08
33426710.404001; 1.19; 0.58; 28.08
33443188.603001; 1.19; 0.58; 28.07
33458833.337002; 1.19; 0.58; 28.06
33474934.932001; 1.19; 0.58; 28.06
33491656.917999; 1.19; 0.58; 28.05
33505893.584999; 1.19; 0.58; 28.04
33521911.314999; 1.19; 0.58; 28.04
33537998.800999; 1.19; 0.58; 28.03
33554634.952002; 1.19; 0.58; 28.02
33571092.661999; 1.19; 0.58; 28.02
33586682.377998; 1.19; 0.58; 28.01
33602117.442999; 1.19; 0.58; 28.01
33618365.067999; 1.19; 0.58; 28.00
33633915.301001; 1.19; 0.58; 27.99
33652103.499001; 1.19; 0.58; 27.99
33668738.070000; 1.19; 0.58; 27.98
33683359.063999; 1.19; 0.58; 27.97
33698017.735998; 1.19; 0.58; 27.97
33716884.541998; 1.19; 0.58; 27.96
33730307.474998; 1.19; 0.58; 27.95
33746018.240999; 1.19; 0.58; 27.95
33761968.027000; 1.19; 0.58; 27.94
33780070.928999; 1.19; 0.58; 27.93
33794001.715000; 1.19; 0.58; 27.93
33809927.522001; 1.19; 0.58; 27.92
33826530.094000; 1.19; 0.58; 27.92
33842927.838999; 1.19; 0.58; 27.91
33859537.792999; 1.19; 0.58; 27.90
33876296.530998; 1.19; 0.58; 27.90
33889938.016001; 1.19; 0.58; 27.89
33907341.518999; 1.19; 0.58; 27.88
33921944.475998; 1.19; 0.58; 27.88
33938626.619999; 1.19; 0.58; 27.87
33955877.722002; 1.19; 0.58; 27.87
33972836.295998; 1.19; 0.58; 27.86
33989366.633999; 1.19; 0.58; 27.85
34002660.249001; 1.19; 0.58; 27.86
34018324.753000; 1.19; 0.58; 27.87
34036848.471998; 1.19; 0.58; 27.87
34050795.937000; 1.19; 0.58; 27.88
34065984.541000; 1.19; 0.58; 27.89
34083184.668999; 1.19; 0.58; 27.89
34098004.934999; 1.19; 0.58; 27.90
34115085.913000; 1.19; 0.58; 27.91
34132662.490000; 1.19; 0.58; 27.91
34148949.108000; 1.19; 0.58; 27.92
34162187.810999; 1.19; 0.58; 27.92
34179854.212999; 1.19; 0.58; 27.93
34194546.768999; 1.19; 0.58; 27.94
34210085.171999; 1.19; 0.58; 27.94
34226966.258001; 1.19; 0.58; 27.95
34243616.773001; 1.19; 0.58; 27.96
34258067.181000; 1.19; 0.58; 27.96
34275623.364000; 1.19; 0.58; 27.97
34290169.885000; 1.19; 0.58; 27.97
34307268.358000; 1.19; 0.58; 27.98
34322015.364000; 1.19; 0.58; 27.99
34338304.025997; 1.19; 0.58; 27.99
34355429.956999; 1.19; 0.58; 28.00
34371813.851997; 1.19; 0.58; 28.01
34389986.440998; 1.19; 0.58; 28.01
34402622.816000; 1.19; 0.58; 28.02
34417982.857998; 1.19; 0.58; 28.02
34435834.001001; 1.19; 0.58; 28.03
34450066.727001; 1.19; 0.58; 28.04
34467575.512001; 1.19; 0.58; 28.04
34482302.983000; 1.19; 0.58; 28.05
34498178.698999; 1.19; 0.58; 28.06
34514131.266998; 1.19; 0.58; 28.06
34530812.134998; 1.19; 0.58; 28.07
34546141.857002; 1.19; 0.58; 28.08
34563175.567001; 1.19; 0.58; 28.08
34579760.974001; 1.19; 0.58; 28.09
34593949.956001; 1.19; 0.58; 28.09
34612302.081999; 1.19; 0.58; 28.10
34627072.502001; 1.19; 0.58; 28.11
34642939.015001; 1.19; 0.58; 28.11
34666360.624001; 1.19; 0.58; 28.12
34674216.017000; 1.19; 0.58; 28.13
34699030.420002; 1.19; 0.58; 28.14
34710989.692001; 1.19; 0.58; 28.14
34723540.788000; 1.19; 0.58; 28.15
34741036.648001; 1.19; 0.58; 28.15
34764043.045002; 1.19; 0.58; 28.16
34772974.528002; 1.19; 0.58; 28.17
34786655.928001; 1.19; 0.58; 28.17
34809615.842999; 1.19; 0.58; 28.18
34818457.913000; 1.19; 0.58; 28.18
34836708.505001; 1.19; 0.58; 28.19
34855233.176001; 1.19; 0.58; 28.20
34867854.480999; 1.19; 0.58; 28.20
34888923.261999; 1.19; 0.58; 28.21
34898269.500998; 1.19; 0.58; 28.22
34914010.023001; 1.19; 0.58; 28.22
34930020.397999; 1.19; 0.58; 28.23
34950650.540998; 1.19; 0.58; 28.24
34962394.488001; 1.19; 0.58; 28.24
34978063.437000; 1.19; 0.58; 28.25
35002207.998001; 1.19; 0.58; 28.24
35017722.955000; 1.19; 0.58; 28.24
35038458.578001; 1.20; 0.58; 28.23
35043789.539000; 1.20; 0.58; 28.23
35058839.073002; 1.20; 0.58; 28.22
35079886.900999; 1.20; 0.58; 28.21
35091429.650999; 1.20; 0.58; 28.21
35109612.318001; 1.20; 0.58; 28.20
35122648.959002; 1.20; 0.58; 28.20
35141630.849001; 1.20; 0.58; 28.19
35154819.951000; 1.20; 0.58; 28.18
35170535.424000; 1.20; 0.58; 28.18
35186761.802000; 1.20; 0.58; 28.17
35202976.600998; 1.20; 0.58; 28.16
35219266.510998; 1.20; 0.58; 28.16
35236216.823999; 1.20; 0.58; 28.15
35250104.161999; 1.20; 0.58; 28.15
35267382.848000; 1.20; 0.58; 28.14
35281967.057999; 1.20; 0.58; 28.13
35298159.849001; 1.20; 0.58; 28.13
35315383.621000; 1.20; 0.58; 28.12
35332926.397001; 1.20; 0.58; 28.11
35346049.569998; 1.20; 0.58; 28.11
35363185.084999; 1.20; 0.58; 28.10
35379246.855999; 1.20; 0.58; 28.09
35395609.240000; 1.20; 0.58; 28.09
35411873.931000; 1.20; 0.58; 28.08
35426083.310999; 1.20; 0.58; 28.08
35442673.327999; 1.20; 0.58; 28.07
35459446.933001; 1.20; 0.58; 28.06
35474010.979000; 1.20; 0.58; 28.06
35490544.959002; 1.20; 0.58; 28.05
35507007.187000; 1.20; 0.58; 28.04
35523790.029001; 1.20; 0.58; 28.04
35538085.992001; 1.20; 0.58; 28.03
35554045.404999; 1.20; 0.58; 28.02
35570138.160997; 1.20; 0.58; 28.02
35589145.287998; 1.20; 0.58; 28.01
35602041.262999; 1.20; 0.58; 28.01
35619080.292999; 1.20; 0.58; 28.00
35640687.758001; 1.20; 0.58; 27.99
35652787.381001; 1.20; 0.58; 27.99
35666098.310001; 1.20; 0.58; 27.98
35689647.337000; 1.20; 0.58; 27.97
35701230.691000; 1.20; 0.58; 27.97
35718188.461000; 1.20; 0.58; 27.96
35736458.496998; 1.20; 0.58; 27.95
35746879.640999; 1.20; 0.58; 27.95
35763111.548000; 1.20; 0.58; 27.94
35779039.612000; 1.20; 0.59; 27.94
35794916.212999; 1.20; 0.59; 27.93
35814914.574999; 1.20; 0.59; 27.92
35826078.743002; 1.20; 0.59; 27.92
35843346.898001; 1.20; 0.59; 27.91
35857966.634001; 1.20; 0.59; 27.90
35874844.493999; 1.20; 0.59; 27.90
35891875.379000; 1.20; 0.59; 27.89
35906102.431000; 1.20; 0.59; 27.89
35922443.896002; 1.20; 0.59; 27.88
35938494.098999; 1.20; 0.59; 27.87
35954333.266001; 1.20; 0.59; 27.87
35970929.299002; 1.20; 0.59; 27.86
35989917.800999; 1.20; 0.59; 27.86
36002968.931000; 1.20; 0.59; 27.87
36020735.274000; 1.20; 0.59; 27.88
36036759.282001; 1.20; 0.59; 27.89
36051504.839001; 1.20; 0.59; 27.90
36067673.955000; 1.20; 0.59; 27.92
36082507.987001; 1.20; 0.59; 27.93
36098166.319000; 1.20; 0.59; 27.94
36120274.353998; 1.20; 0.59; 27.96
36133437.904999; 1.20; 0.59; 27.97
36148627.976999; 1.20; 0.59; 27.98
36164362.285000; 1.20; 0.59; 28.00
36178392.868999; 1.20; 0.59; 28.01
36197146.839001; 1.20; 0.59; 28.02
