21635731.652000; 0.00; 0.00; 0.00
21650387.163994; 0.00; 0.00; 0.00
21665035.030991; 0.00; 0.00; 0.00
21682531.104996; 0.00; 0.00; 0.00
21698289.980995; 0.00; 0.00; 0.00
21714521.361000; 0.00; 0.00; 0.00
21729573.551994; 0.00; 0.00; 0.00
21744805.253998; 0.00; 0.00; 0.00
21761120.680992; 0.00; 0.00; 0.00
21777766.848991; 0.00; 0.00; 0.00
21793333.227997; 0.00; 0.00; 0.00
21810325.487000; 0.00; 0.00; 0.00
21825897.381996; 0.00; 0.00; 0.00
21842446.363998; 0.00; 0.00; 0.00
21858060.755997; 0.00; 0.00; 0.00
21872733.880997; 0.00; 0.00; 0.00
21888771.761993; 0.00; 0.00; 0.00
21905847.145996; 0.00; 0.00; 0.00
21921334.782990; 0.00; 0.00; 0.00
21938905.945000; 0.00; 0.00; 0.00
21953898.793999; 0.00; 0.00; 0.00
21968891.984993; 0.00; 0.00; 0.00
21984858.514000; 0.00; 0.00; 0.00
22002588.493996; 0.00; 0.00; 0.00
22018983.345001; 0.00; 0.00; 0.00
22032701.747993; 0.00; 0.00; 0.00
22050107.723000; 0.00; 0.00; 0.00
22066856.154999; 0.00; 0.00; 0.00
22081521.709000; 0.00; 0.00; 0.00
22096981.167000; 0.00; 0.00; 0.00
22117679.991997; 0.00; 0.00; 0.00
22128795.387001; 0.00; 0.00; 0.00
22144744.319992; 0.00; 0.00; 0.00
22161865.286995; 0.00; 0.00; 0.00
22178189.001999; 0.00; 0.00; 0.00
22193181.347000; 0.00; 0.00; 0.00
22216384.390991; 0.00; 0.00; 0.00
22228187.456993; 0.00; 0.00; 0.00
22240878.853996; 0.00; 0.00; 0.00
22256803.181999; 0.00; 0.00; 0.00
22275237.292000; 0.00; 0.00; 0.00
22289117.560997; 0.00; 0.00; 0.00
22305868.903000; 0.00; 0.00; 1.41
22320777.267998; 0.00; 0.00; 2.88
22337411.598991; 0.00; 0.00; 4.64
22355400.213989; 0.00; 0.00; 6.37
22368847.063995; 0.00; 0.00; 7.80
22387395.194992; 0.00; 0.00; 9.70
22400694.618996; 0.00; 0.00; 10.93
22418051.695999; 0.00; 0.00; 12.67
22432780.814003; 0.00; 0.00; 14.02
22450723.226997; 0.00; 0.00; 15.72
22464693.822998; 0.00; 0.00; 17.02
22481840.674995; 0.00; 0.00; 18.64
22499331.652000; 0.00; 0.00; 20.16
22512766.278000; 0.00; 0.00; 21.37
22529692.903999; 0.00; 0.00; 22.80
22544841.334000; 0.00; 0.00; 23.97
22560893.074997; 0.00; 0.00; 25.41
22577384.547997; 0.00; 0.00; 26.83
22593971.828995; 0.00; 0.00; 28.23
22608742.252998; 0.00; 0.00; 29.21
22624717.438995; 0.00; 0.00; 30.45
22642886.857994; 0.00; 0.00; 31.83
22656701.270996; 0.00; 0.00; 32.88
22673772.930000; 0.00; 0.00; 34.10
22690797.737000; 0.00; 0.00; 35.47
22707243.199997; 0.00; 0.00; 36.56
22722876.519997; 0.00; 0.00; 37.63
22736770.013992; 0.00; 0.00; 38.61
22755796.325996; 0.00; 0.00; 39.82
22770829.699997; 0.00; 0.00; 40.87
22784863.326996; 0.00; 0.00; 41.84
22801309.471992; 0.00; 0.00; 42.92
22817918.077995; 0.00; 0.00; 43.94
22832825.795998; 0.00; 0.00; 44.84
22850275.512001; 0.00; 0.00; 45.93
22865450.468994; 0.00; 0.00; 46.83
22880748.149994; 0.00; 0.00; 47.71
22897337.519997; 0.00; 0.00; 48.72
22912924.514000; 0.00; 0.00; 49.64
22930156.304993; 0.00; 0.00; 50.59
22944705.688995; 0.00; 0.00; 51.35
22961667.081001; 0.00; 0.00; 52.35
22977150.698997; 0.00; 0.00; 53.11
22995366.419998; 0.00; 0.00; 54.22
23008710.151993; 0.00; 0.00; 54.83
23025104.701996; 0.00; 0.00; 55.68
23040798.240997; 0.00; 0.00; 56.43
