10816667.000000; -0.02; 0.02; -8.39
10833334.000000; -0.02; 0.02; -8.53
10841667.000000; -0.01; 0.02; -8.56
10850000.000000; -0.01; 0.02; -8.60
10858334.000000; -0.01; 0.02; -8.66
10866667.000000; -0.01; 0.02; -8.70
10883334.000000; -0.00; 0.02; -8.75
10891667.000000; -0.00; 0.02; -8.77
10900000.000000; -0.00; 0.02; -8.82
10908334.000000; 0.00; 0.02; -8.86
10916667.000000; 0.00; 0.02; -8.88
10933334.000000; 0.01; 0.02; -8.95
10941667.000000; 0.01; 0.02; -8.97
10950000.000000; 0.01; 0.02; -9.03
10958334.000000; 0.01; 0.02; -9.05
10966667.000000; 0.02; 0.02; -9.07
10983334.000000; 0.02; 0.02; -9.13
10991667.000000; 0.02; 0.02; -9.17
11000000.000000; 0.02; 0.02; -9.21
11008334.000000; 0.02; 0.02; -9.18
11016667.000000; 0.03; 0.02; -9.23
11033334.000000; 0.03; 0.02; -9.21
11041667.000000; 0.03; 0.02; -9.25
11050000.000000; 0.03; 0.02; -9.25
11058334.000000; 0.04; 0.02; -9.27
11066667.000000; 0.04; 0.02; -9.28
11083334.000000; 0.04; 0.02; -9.25
11091667.000000; 0.04; 0.02; -9.28
11100000.000000; 0.04; 0.02; -9.29
11108334.000000; 0.05; 0.02; -9.26
11116667.000000; 0.05; 0.02; -9.29
11133334.000000; 0.05; 0.02; -9.20
11141667.000000; 0.05; 0.02; -9.23
11150000.000000; 0.05; 0.02; -9.19
11158334.000000; 0.05; 0.02; -9.17
11166667.000000; 0.06; 0.02; -9.17
11183334.000000; 0.06; 0.02; -9.14
11191667.000000; 0.06; 0.02; -9.16
11200000.000000; 0.06; 0.02; -9.13
11208334.000000; 0.06; 0.02; -9.12
11216667.000000; 0.07; 0.02; -9.12
11233334.000000; 0.07; 0.02; -9.10
11241667.000000; 0.07; 0.02; -9.11
11250000.000000; 0.07; 0.02; -9.06
11258334.000000; 0.07; 0.02; -9.04
11266667.000000; 0.07; 0.02; -9.04
11283334.000000; 0.08; 0.02; -8.98
11291667.000000; 0.08; 0.01; -8.95
11300000.000000; 0.08; 0.01; -8.91
11308334.000000; 0.08; 0.01; -8.89
11316667.000000; 0.08; 0.01; -8.86
11333334.000000; 0.09; 0.01; -8.79
11341667.000000; 0.09; 0.01; -8.78
11350000.000000; 0.09; 0.01; -8.73
11358334.000000; 0.09; 0.01; -8.71
11366667.000000; 0.09; 0.01; -8.70
11383334.000000; 0.09; 0.01; -8.66
11391667.000000; 0.10; 0.01; -8.62
11400000.000000; 0.10; 0.01; -8.60
11408334.000000; 0.10; 0.01; -8.58
11416667.000000; 0.10; 0.01; -8.53
11433334.000000; 0.10; 0.01; -8.48
11441667.000000; 0.10; 0.01; -8.43
11450000.000000; 0.11; 0.01; -8.40
11458334.000000; 0.11; 0.01; -8.39
11466667.000000; 0.11; 0.01; -8.37
11483334.000000; 0.11; 0.01; -8.31
11491667.000000; 0.11; 0.01; -8.32
11500000.000000; 0.11; 0.01; -8.29
11508334.000000; 0.12; 0.01; -8.27
11516667.000000; 0.12; 0.01; -8.23
11533334.000000; 0.12; 0.01; -8.18
11541667.000000; 0.12; 0.01; -8.14
11550000.000000; 0.12; 0.01; -8.13
11558334.000000; 0.13; 0.01; -8.09
11566667.000000; 0.13; 0.01; -8.05
11583334.000000; 0.13; 0.01; -8.01
11591667.000000; 0.13; 0.01; -7.98
11600000.000000; 0.14; 0.01; -7.94
11608334.000000; 0.14; 0.01; -7.92
11616667.000000; 0.14; 0.01; -7.90
11633334.000000; 0.14; 0.01; -7.85
11641667.000000; 0.14; 0.01; -7.83
11650000.000000; 0.15; 0.01; -7.79
11666667.000000; 0.15; 0.01; -7.77
11675000.000000; 0.15; 0.01; -7.74
11683334.000000; 0.15; 0.01; -7.71
11691667.000000; 0.16; 0.01; -7.69
11700000.000000; 0.16; 0.01; -7.67
11708334.000000; 0.16; 0.01; -7.65
11716667.000000; 0.16; 0.01; -7.64
11733334.000000; 0.17; 0.01; -7.61
11741667.000000; 0.17; 0.01; -7.59
11750000.000000; 0.17; 0.01; -7.59
11758334.000000; 0.17; 0.01; -7.55
11766667.000000; 0.17; 0.01; -7.53
11783334.000000; 0.17; 0.01; -7.52
11791667.000000; 0.18; 0.01; -7.48
11800000.000000; 0.18; 0.01; -7.48
11808334.000000; 0.18; 0.01; -7.45
11816667.000000; 0.18; 0.01; -7.45
11833334.000000; 0.19; 0.01; -7.41
11841667.000000; 0.19; 0.01; -7.40
11850000.000000; 0.19; 0.01; -7.38
11858334.000000; 0.19; 0.01; -7.36
11866667.000000; 0.20; 0.01; -7.34
11883334.000000; 0.20; 0.01; -7.31
11891667.000000; 0.20; 0.01; -7.29
11900000.000000; 0.20; 0.01; -7.28
11908334.000000; 0.21; 0.01; -7.28
11916667.000000; 0.21; 0.01; -7.27
11933334.000000; 0.21; 0.01; -7.27
11941667.000000; 0.21; 0.01; -7.27
11950000.000000; 0.21; 0.01; -7.28
11958334.000000; 0.22; 0.01; -7.27
11975000.000000; 0.22; 0.01; -7.28
11983334.000000; 0.22; 0.01; -7.28
11991667.000000; 0.22; 0.01; -7.29
12000000.000000; 0.22; 0.00; -7.30
12008334.000000; 0.23; 0.00; -7.30
12016667.000000; 0.23; 0.00; -7.29
12033334.000000; 0.23; 0.00; -7.32
12041667.000000; 0.23; 0.00; -7.32
12050000.000000; 0.23; 0.00; -7.34
12058334.000000; 0.24; 0.00; -7.35
12075000.000000; 0.24; 0.00; -7.39
12083334.000000; 0.24; 0.00; -7.38
12091667.000000; 0.24; 0.00; -7.41
12100000.000000; 0.24; 0.00; -7.43
12108334.000000; 0.25; 0.00; -7.43
12116667.000000; 0.25; 0.00; -7.46
12133334.000000; 0.25; 0.00; -7.50
12141667.000000; 0.25; 0.00; -7.53
12150000.000000; 0.25; 0.00; -7.56
12158334.000000; 0.25; 0.00; -7.60
12166667.000000; 0.26; 0.00; -7.62
12183334.000000; 0.26; 0.00; -7.68
12191667.000000; 0.26; 0.00; -7.72
12200000.000000; 0.26; 0.00; -7.75
12208334.000000; 0.26; 0.00; -7.76
12216667.000000; 0.26; 0.00; -7.79
12233334.000000; 0.27; 0.00; -7.84
12241667.000000; 0.27; 0.00; -7.88
12250000.000000; 0.27; 0.00; -7.92
12258334.000000; 0.27; 0.00; -7.95
12266667.000000; 0.27; 0.00; -7.94
12283334.000000; 0.28; 0.00; -7.99
12291667.000000; 0.28; 0.00; -8.00
12300000.000000; 0.28; 0.00; -8.01
12308334.000000; 0.28; 0.00; -8.02
12316667.000000; 0.28; 0.00; -8.05
12333334.000000; 0.29; 0.00; -8.10
12341667.000000; 0.29; 0.00; -8.10
12350000.000000; 0.29; 0.00; -8.13
12358334.000000; 0.29; 0.00; -8.14
12366667.000000; 0.29; 0.00; -8.15
12383334.000000; 0.30; 0.00; -8.16
12391667.000000; 0.30; 0.00; -8.17
12400000.000000; 0.30; 0.00; -8.17
12408334.000000; 0.30; 0.00; -8.18
12416667.000000; 0.30; 0.00; -8.20
12433334.000000; 0.30; 0.00; -8.21
12441667.000000; 0.31; 0.00; -8.21
12450000.000000; 0.31; 0.00; -8.22
12458334.000000; 0.31; 0.00; -8.26
12466667.000000; 0.31; 0.00; -8.25
12483334.000000; 0.31; 0.00; -8.29
12491667.000000; 0.32; 0.00; -8.29
12500000.000000; 0.32; 0.00; -8.31
12508334.000000; 0.32; 0.00; -8.31
12516667.000000; 0.32; 0.00; -8.32
12533334.000000; 0.32; 0.00; -8.35
12541667.000000; 0.33; 0.00; -8.36
12550000.000000; 0.33; 0.00; -8.30
12558334.000000; 0.33; 0.00; -8.36
12566667.000000; 0.33; 0.00; -8.38
12583334.000000; 0.34; 0.00; -8.39
12591667.000000; 0.34; 0.00; -8.38
12600000.000000; 0.34; 0.00; -8.37
12608334.000000; 0.34; -0.00; -8.38
12616667.000000; 0.34; -0.00; -8.38
12633334.000000; 0.35; -0.00; -8.29
