499483819.109993;  1.13; 142.00
500155354.241997;  -9.87; 90.00
500812944.743996;  -14.00; 40.00
501483800.189995;  -4.35; 16.00
502140978.811996;  1.35; 9.00
502814030.621002;  5.15; 5.00
503484777.112999;  6.27; 2.00
504139275.020004;  5.12; 1.00
504812496.575996;  4.00; 0.00
505483333.410004;  3.30; 0.00
