t; x; y; theta
29552637.774994; 0.00; 0.00; 43.48
29571103.000992; 0.00; 0.00; 43.49
29586080.046997; 0.00; 0.00; 43.50
29601448.286003; 0.00; 0.00; 43.51
29616662.092995; 0.00; 0.00; 43.53
29632928.528000; 0.00; 0.00; 43.54
29649833.246002; 0.00; 0.00; 43.55
29664716.672997; 0.00; 0.00; 43.57
29682537.856995; 0.00; 0.00; 43.58
29697258.646996; 0.00; 0.00; 43.59
29713731.205002; 0.00; 0.00; 43.61
29728598.704994; 0.00; 0.00; 43.62
29745677.156998; 0.00; 0.00; 43.63
29760637.864998; 0.00; 0.00; 43.64
29776805.605995; 0.00; 0.00; 43.65
29793156.809998; 0.00; 0.00; 43.67
29809059.436996; 0.00; 0.00; 43.68
29824651.820999; 0.00; 0.00; 43.69
29842042.313995; 0.00; 0.00; 43.71
29858760.289001; 0.00; 0.00; 43.72
29873362.099998; 0.00; 0.00; 43.73
29889462.182999; 0.00; 0.00; 43.74
29904631.383995; 0.00; 0.00; 43.76
29921398.871994; 0.00; 0.00; 43.77
29936686.695999; 0.00; 0.00; 43.78
29953980.102997; 0.00; 0.00; 43.80
29971521.022995; 0.00; 0.00; 43.81
29985049.107994; 0.00; 0.00; 43.82
30002505.110992; 0.00; 0.00; 43.83
30016744.607994; 0.00; 0.00; 43.84
30032632.306000; 0.00; 0.00; 43.86
30048710.268997; 0.00; 0.00; 43.87
30064685.139000; 0.00; 0.00; 43.88
30082607.467995; 0.00; 0.00; 43.90
30098800.022995; 0.00; 0.00; 43.91
30112731.088997; 0.00; 0.00; 43.92
30128593.514999; 0.00; 0.00; 43.93
30145062.011002; 0.00; 0.00; 43.95
30161750.233002; 0.00; 0.00; 43.96
30178454.357002; 0.00; 0.00; 43.97
30192650.422997; 0.00; 0.00; 43.98
30209388.585999; 0.00; 0.00; 44.00
30224713.071999; 0.00; 0.00; 44.01
30243068.134003; 0.00; 0.00; 44.02
30257990.024994; 0.00; 0.00; 44.04
30272627.956001; 0.00; 0.00; 44.05
30288664.081993; 0.00; 0.00; 44.06
30304650.431999; 0.00; 0.00; 44.07
30321961.897995; 0.00; 0.00; 44.09
30338740.563995; 0.00; 0.00; 44.10
30353132.786003; 0.00; 0.00; 44.11
30368854.639999; 0.00; 0.00; 44.12
30385050.002998; 0.00; 0.00; 44.14
30400612.100998; 0.00; 0.00; 44.15
30416587.198997; 0.00; 0.00; 44.16
30432675.454994; 0.00; 0.00; 44.17
30448629.603996; 0.00; 0.00; 44.19
30464976.091995; 0.00; 0.00; 44.20
30481967.232994; 0.00; 0.00; 44.21
30497790.040001; 0.00; 0.00; 44.23
30512635.120995; 0.00; 0.00; 44.24
30528615.813004; 0.00; 0.00; 44.25
30547118.142998; 0.00; 0.00; 44.27
30562936.311996; 0.00; 0.00; 44.28
30576880.580002; 0.00; 0.00; 44.29
30594544.076996; 0.00; 0.00; 44.30
30609219.846001; 0.00; 0.00; 44.32
30624647.048996; 0.00; 0.00; 44.33
30640645.142998; 0.00; 0.00; 44.34
30656956.288994; 0.00; 0.00; 44.34
30674670.225998; 0.00; 0.00; 44.35
30689777.767998; 0.00; 0.00; 44.36
30704620.950996; 0.00; 0.00; 44.36
30721585.888992; 0.00; 0.00; 44.37
30736980.337997; 0.00; 0.00; 44.37
30753114.582993; 0.00; 0.00; 44.38
30769062.229996; 0.00; 0.00; 44.39
30789140.025993; 0.00; 0.00; 44.40
30801489.978996; 0.00; 0.00; 44.40
30816629.837997; 0.00; 0.00; 44.41
30833486.542000; 0.00; 0.00; 44.41
30849615.533997; 0.00; 0.00; 44.42
30866671.723000; 0.00; 0.00; 44.43
30882328.926994; 0.00; 0.00; 44.43
30897992.503998; 0.00; 0.00; 44.44
30915563.959000; 0.00; 0.00; 44.45
30929336.745995; 0.00; 0.00; 44.45
30944636.551994; 0.00; 0.00; 44.46
30962812.001999; 0.00; 0.00; 44.46
30977743.159004; 0.00; 0.00; 44.47
30992887.951996; 0.00; 0.00; 44.48
31008650.132004; 0.00; 0.00; 44.48
31024674.466003; 0.00; 0.00; 44.49
31040905.622993; 0.00; 0.00; 44.50
31056639.989998; 0.00; 0.00; 44.50
31073972.087997; 0.00; 0.00; 44.51
31091036.217995; 0.00; 0.00; 44.52
31104934.847000; 0.00; 0.00; 44.52
31120822.976997; 0.00; 0.00; 44.53
31136976.457001; 0.00; 0.00; 44.53
31154494.014000; 0.00; 0.00; 44.54
31169112.595993; 0.00; 0.00; 44.55
31186208.616997; 0.00; 0.00; 44.55
31201094.167000; 0.00; 0.00; 44.56
31216624.766998; 0.00; 0.00; 44.56
31234171.825996; 0.00; 0.00; 44.57
31249397.136993; 0.00; 0.00; 44.58
31264647.862991; 0.00; 0.00; 44.58
31282563.942001; 0.00; 0.00; 44.59
31303173.459000; 0.00; 0.00; 44.60
31313515.337997; 0.00; 0.00; 44.60
31328626.815994; 0.00; 0.00; 44.61
31345814.585999; 0.00; 0.00; 44.62
31360713.514999; 0.00; 0.00; 44.62
31376695.100998; 0.00; 0.00; 44.63
31395830.946999; 0.00; 0.00; 44.64
31410590.776001; 0.00; 0.00; 44.64
31424758.567001; 0.00; 0.00; 44.65
31442132.199997; 0.00; 0.00; 44.65
31456627.306000; 0.00; 0.00; 44.66
31473942.552994; 0.00; 0.00; 44.67
31490418.651993; 0.00; 0.00; 44.67
31504617.434998; 0.00; 0.00; 44.68
31521901.808998; 0.00; 0.00; 44.69
31536942.154999; 0.00; 0.00; 44.69
31554827.370003; 0.00; 0.00; 44.70
31568877.503998; 0.00; 0.00; 44.70
31585498.150002; 0.00; 0.00; 44.71
31600767.137993; 0.00; 0.00; 44.72
31616674.745003; 0.00; 0.00; 44.72
31632661.144997; 0.00; 0.00; 44.73
31649851.189995; 0.00; 0.00; 44.74
31664644.734001; 0.00; 0.00; 44.74
31682525.644997; 0.00; 0.00; 44.75
31696677.414993; 0.00; 0.00; 44.76
31714222.889999; 0.00; 0.00; 44.76
31728684.717003; 0.00; 0.00; 44.77
31745429.459999; 0.00; 0.00; 44.77
31763127.381996; 0.00; 0.00; 44.78
31778078.677994; 0.00; 0.00; 44.79
31792894.352997; 0.00; 0.00; 44.79
31810012.594002; 0.00; 0.00; 44.80
31825678.966995; 0.00; 0.00; 44.81
31842824.139999; 0.00; 0.00; 44.81
31856610.884995; 0.00; 0.00; 44.82
31873936.805000; 0.00; 0.00; 44.83
31889458.098999; 0.00; 0.00; 44.83
31904685.899002; 0.00; 0.00; 44.84
31920913.250999; 0.00; 0.00; 44.84
31936754.874001; 0.00; 0.00; 44.85
31954294.852997; 0.00; 0.00; 44.86
31968631.971001; 0.00; 0.00; 44.86
31984644.376999; 0.00; 0.00; 44.87
32000715.360001; 0.00; 0.00; 44.88
32016689.690002; 0.00; 0.00; 44.88
32034139.069992; 0.00; 0.00; 44.89
32048646.864998; 0.00; 0.00; 44.89
32066523.469994; 0.00; 0.00; 44.90
32080640.521996; 0.00; 0.00; 44.91
32098773.718002; 0.00; 0.00; 44.91
32112621.341995; 0.00; 0.00; 44.92
32130093.337997; 0.00; 0.00; 44.93
32144662.146996; 0.00; 0.00; 44.93
32160601.934998; 0.00; 0.00; 44.94
32176596.253998; 0.00; 0.00; 44.94
32193265.818993; 0.00; 0.00; 44.95
32210217.882996; 0.00; 0.00; 44.96
32224686.368004; 0.00; 0.00; 44.96
32240677.824997; 0.00; 0.00; 44.97
32257921.195999; 0.00; 0.00; 44.98
32274574.921997; 0.00; 0.00; 44.98
32289585.113998; 0.00; 0.00; 44.99
32306061.072998; 0.00; 0.00; 45.00
32320933.405998; 0.00; 0.00; 45.00
32338528.559998; 0.00; 0.00; 45.01
32352990.008995; 0.00; 0.00; 45.01
32371362.978996; 0.00; 0.00; 45.02
32385219.886002; 0.00; 0.00; 45.03
32400609.016998; 0.00; 0.00; 45.03
32419236.373001; 0.00; 0.00; 45.04
32433587.040001; 0.00; 0.00; 45.05
32448994.348000; 0.00; 0.00; 45.05
32466271.189995; 0.00; 0.00; 45.06
32482897.250000; 0.00; 0.00; 45.07
32496629.747002; 0.00; 0.00; 45.07
32512619.821999; 0.00; 0.00; 45.08
32528634.960999; 0.00; 0.00; 45.08
32544731.836998; 0.00; 0.00; 45.09
32563065.938004; 0.00; 0.00; 45.10
32578689.367996; 0.00; 0.00; 45.10
32595351.173996; 0.00; 0.00; 45.11
32608816.076004; 0.00; 0.00; 45.12
32624680.334000; 0.00; 0.00; 45.12
32641986.311996; 0.00; 0.00; 45.12
32656696.004997; 0.00; 0.00; 45.12
32672774.951996; 0.00; 0.00; 45.12
32689992.539001; 0.00; 0.00; 45.12
32704981.039993; 0.00; 0.00; 45.12
32721320.989998; 0.00; 0.00; 45.12
32738155.334000; 0.00; 0.00; 45.12
32754486.874001; 0.00; 0.00; 45.12
32768609.778000; 0.00; 0.00; 45.12
32789683.494003; 0.00; 0.00; 45.12
32801751.933998; 0.00; 0.00; 45.12
32816874.278000; 0.00; 0.00; 45.12
32832616.197998; 0.00; 0.00; 45.12
32849860.227997; 0.00; 0.00; 45.12
32865741.167999; 0.00; 0.00; 45.12
32880724.460999; 0.00; 0.00; 45.12
32897740.302994; 0.00; 0.00; 45.12
32912684.922005; 0.00; 0.00; 45.12
32930432.532997; 0.00; 0.00; 45.12
32944622.039993; 0.00; 0.00; 45.12
32960635.873001; 0.00; 0.00; 45.12
32978778.420998; 0.00; 0.00; 45.12
32992745.130997; 0.00; 0.00; 45.12
33010034.980995; 0.00; 0.00; 45.12
33024638.603996; 0.00; 0.00; 45.12
33040608.339005; 0.00; 0.00; 45.12
33057320.753998; 0.00; 0.00; 45.12
33072762.326996; 0.00; 0.00; 45.12
33090177.664001; 0.00; 0.00; 45.12
33105035.967995; 0.00; 0.00; 45.12
33122149.426994; 0.00; 0.00; 45.12
33137128.597000; 0.00; 0.00; 45.12
33154988.938995; 0.00; 0.00; 45.12
33168684.031998; 0.00; 0.00; 45.12
33184768.807999; 0.00; 0.00; 45.12
33200610.846001; 0.00; 0.00; 45.12
33217123.003998; 0.00; 0.00; 45.12
33232652.999992; 0.00; 0.00; 45.12
33248642.841003; 0.00; 0.00; 45.12
33264642.522995; 0.00; 0.00; 45.12
33282923.528999; 0.00; 0.00; 45.12
33296875.988998; 0.00; 0.00; 45.12
33315251.956993; 0.00; 0.00; 45.12
33329770.110001; 0.00; 0.00; 45.12
33345388.374001; 0.00; 0.00; 45.12
33362878.956001; 0.00; 0.00; 45.12
33377342.455002; 0.00; 0.00; 45.12
33394152.134995; 0.00; 0.00; 45.12
33408600.813995; 0.00; 0.00; 45.12
33424651.565994; 0.00; 0.00; 45.12
33440622.014000; 0.00; 0.00; 45.12
33457708.615997; 0.00; 0.00; 45.12
33472698.555000; 0.00; 0.00; 45.12
33489279.246994; 0.00; 0.00; 45.12
33506243.208992; 0.00; 0.00; 45.12
33522025.964996; 0.00; 0.00; 45.12
33537087.159996; 0.00; 0.00; 45.12
33552656.692993; 0.00; 0.00; 45.12
33568611.250000; 0.00; 0.00; 45.12
33587253.536003; 0.00; 0.00; 45.12
33600904.803001; 0.00; 0.00; 45.12
33616661.881996; 0.00; 0.00; 45.12
33634779.329994; 0.00; 0.00; 45.12
33648654.227997; 0.00; 0.00; 45.12
33664650.729996; 0.00; 0.00; 45.12
33682705.892998; 0.00; 0.00; 45.12
33696720.949997; 0.00; 0.00; 45.12
33714093.038002; 0.00; 0.00; 45.12
33730487.700996; 0.00; 0.00; 45.12
33744666.708000; 0.00; 0.00; 45.12
33762754.904999; 0.00; 0.00; 45.12
33776725.515999; 0.00; 0.00; 45.12
33792714.098999; 0.00; 0.00; 45.12
33808783.361000; 0.00; 0.00; 45.12
33826230.698997; 0.00; 0.00; 45.12
33840714.008995; 0.00; 0.00; 45.12
33856893.834999; 0.00; 0.00; 45.12
33874516.600990; 0.00; 0.00; 45.12
33890877.310997; 0.00; 0.00; 45.12
33905040.037994; 0.00; 0.00; 45.12
33922352.984993; 0.00; 0.00; 45.12
33936913.982002; 0.00; 0.00; 45.12
33952646.963997; 0.00; 0.00; 45.12
33968625.214996; 0.00; 0.00; 45.12
33984611.880997; 0.00; 0.00; 45.12
34000743.668999; 0.00; 0.00; 45.12
34016855.646996; 0.00; 0.00; 45.12
34032710.503998; 0.00; 0.00; 45.12
34050010.129997; 0.00; 0.00; 45.12
34064837.210999; 0.00; 0.00; 45.12
34080647.336998; 0.00; 0.00; 45.12
34096725.613998; 0.00; 0.00; 45.12
34112842.137001; 0.00; 0.00; 45.12
34132838.642998; 0.00; 0.00; 45.12
34147866.839005; 0.00; 0.00; 45.12
34162044.584991; 0.00; 0.00; 45.12
34176834.042992; 0.00; 0.00; 45.12
34193859.851997; 0.00; 0.00; 45.12
34210330.250999; 0.00; 0.00; 45.12
34224638.637001; 0.00; 0.00; 45.12
34240897.743996; 0.00; 0.00; 45.12
34258179.934998; 0.00; 0.00; 45.12
34272801.737000; 0.00; 0.00; 45.12
34290114.223999; 0.00; 0.00; 45.12
34304993.252991; 0.00; 0.00; 45.12
34322074.642998; 0.00; 0.00; 45.12
34339133.856995; 0.00; 0.00; 45.12
34352725.653000; 0.00; 0.00; 45.12
34370535.492996; 0.00; 0.00; 45.12
34384681.347992; 0.00; 0.00; 45.12
34400729.943993; 0.00; 0.00; 45.12
34416944.363998; 0.00; 0.00; 45.12
34433970.392998; 0.00; 0.00; 45.12
34448647.709999; 0.00; 0.00; 45.12
34464842.150993; 0.00; 0.00; 45.12
34480863.192993; 0.00; 0.00; 45.12
34497825.767998; 0.00; 0.00; 45.12
34512620.072998; 0.00; 0.00; 45.12
34529434.385002; 0.00; 0.00; 45.12
34544690.709000; 0.00; 0.00; 45.12
34560614.575996; 0.00; 0.00; 45.12
34578853.899002; 0.00; 0.00; 45.12
34594550.733994; 0.00; 0.00; 45.12
34608685.811996; 0.00; 0.00; 45.12
34625803.156998; 0.00; 0.00; 45.12
34640630.458000; 0.00; 0.00; 45.12
34656684.872993; 0.00; 0.00; 45.12
34673077.029991; 0.00; 0.00; 45.12
34690355.400993; 0.00; 0.00; 45.12
34705309.103996; 0.00; 0.00; 45.12
34722815.927994; 0.00; 0.00; 45.12
34739459.707001; 0.00; 0.00; 45.12
34752621.629997; 0.00; 0.00; 45.12
34768635.842995; 0.00; 0.00; 45.12
34787649.302994; 0.00; 0.00; 45.12
34800651.523994; 0.00; 0.00; 45.12
34816845.915001; 0.00; 0.00; 45.12
34832705.270996; 0.00; 0.00; 45.12
34849714.069000; 0.00; 0.00; 45.12
34866260.747002; 0.00; 0.00; 45.12
34881207.368996; 0.00; 0.00; 45.12
34896766.097992; 0.00; 0.00; 45.12
34912628.229996; 0.00; 0.00; 45.12
34929976.896996; 0.00; 0.00; 45.12
34944620.224998; 0.00; 0.00; 45.12
34963311.017998; 0.00; 0.00; 45.12
34977217.842995; 0.00; 0.00; 45.12
34994556.867996; 0.00; 0.00; 45.12
35009476.390999; 0.00; 0.00; 45.12
35025638.600998; 0.00; 0.00; 45.12
35043305.684998; 0.00; 0.00; 45.12
35057359.677002; 0.00; 0.00; 45.12
35073252.066994; 0.00; 0.00; 45.12
35089104.288994; 0.00; 0.00; 45.12
35106203.636002; 0.00; 0.00; 45.12
35122708.098999; 0.00; 0.00; 45.12
35136714.654999; 0.00; 0.00; 45.12
35152900.779991; 0.00; 0.00; 45.12
35168809.437004; 0.00; 0.00; 45.12
35186099.018997; 0.00; 0.00; 45.12
35200763.934998; 0.00; 0.00; 45.12
35217139.844002; 0.00; 0.00; 45.12
35232662.278000; 0.00; 0.00; 45.12
35249261.557991; 0.00; 0.00; 45.12
35266460.336998; 0.00; 0.00; 45.12
35280907.763992; 0.00; 0.00; 45.12
35297619.117996; 0.00; 0.00; 45.12
35314614.164993; 0.00; 0.00; 45.12
35328666.425995; 0.00; 0.00; 45.12
35345285.048996; 0.00; 0.00; 45.12
35362377.755997; 0.00; 0.00; 45.12
35376699.767998; 0.00; 0.00; 45.12
35394399.800003; 0.00; 0.00; 45.12
35408606.713997; 0.00; 0.00; 45.12
35425297.556000; 0.00; 0.00; 45.12
35442258.066002; 0.00; 0.00; 45.12
35458635.991997; 0.00; 0.00; 45.12
35473182.534996; 0.00; 0.00; 45.12
35490387.249001; 0.00; 0.00; 45.12
35504767.833992; 0.00; 0.00; 45.12
35520635.264000; 0.00; 0.00; 45.12
35537297.572998; 0.00; 0.00; 45.12
35552710.091003; 0.00; 0.00; 45.12
35568621.582001; 0.00; 0.00; 45.12
35587280.953003; 0.00; 0.00; 45.12
35602067.670998; 0.00; 0.00; 45.12
35616654.843002; 0.00; 0.00; 45.12
35632664.004997; 0.00; 0.00; 45.12
35648638.746994; 0.00; 0.00; 45.12
35666184.605003; 0.00; 0.00; 45.12
35680927.020996; 0.00; 0.00; 45.12
35698204.562996; 0.00; 0.00; 45.12
35714124.885002; 0.00; 0.00; 45.12
35728717.503998; 0.00; 0.00; 45.12
35744625.177994; 0.00; 0.00; 45.12
35761019.846992; 0.00; 0.00; 45.12
35776646.868996; 0.00; 0.00; 45.12
35794047.429993; 0.00; 0.00; 45.12
35808677.676994; 0.00; 0.00; 45.12
35824621.596992; 0.00; 0.00; 45.12
35840715.732002; 0.00; 0.00; 45.12
35857276.711998; 0.00; 0.00; 45.12
35873080.304001; 0.00; 0.00; 45.12
35890649.526993; 0.00; 0.00; 45.12
35904749.003998; 0.00; 0.00; 45.12
35922632.584999; 0.00; 0.00; 45.12
35936613.675995; 0.00; 0.00; 45.12
35954159.633995; 0.00; 0.00; 45.12
35968659.037003; 0.00; 0.00; 45.12
35985068.181999; 0.00; 0.00; 45.12
36002248.048996; 0.00; 0.00; 45.12
36016671.533997; 0.00; 0.00; 45.12
36033754.863998; 0.00; 0.00; 45.12
36050425.907997; 0.00; 0.00; 45.12
