169170225.227993; 0.01; -0.01; -97.17
169184653.097996; 0.01; -0.01; -97.17
169200684.059994; 0.01; -0.01; -97.17
169218040.884995; 0.01; -0.01; -97.17
169232657.220993; 0.01; -0.01; -97.17
169249876.400993; 0.01; -0.01; -97.17
169264688.189999; 0.01; -0.01; -97.17
169280929.675995; 0.01; -0.01; -97.17
169298720.111996; 0.01; -0.01; -97.17
169312908.470993; 0.01; -0.01; -97.17
169329362.438999; 0.01; -0.01; -97.17
169345888.352997; 0.01; -0.01; -97.17
169363138.936996; 0.01; -0.01; -97.17
169376655.413994; 0.01; -0.01; -97.17
169393928.463997; 0.01; -0.01; -97.17
169408706.817993; 0.01; -0.01; -97.17
169425966.195995; 0.01; -0.01; -97.17
169440706.465996; 0.01; -0.01; -97.17
169458329.214996; 0.01; -0.01; -97.17
169474492.509995; 0.01; -0.01; -97.17
169488669.015999; 0.01; -0.01; -97.17
169505275.598995; 0.01; -0.01; -97.17
169521916.122997; 0.01; -0.01; -97.17
169536683.976997; 0.01; -0.01; -97.17
169553799.865997; 0.01; -0.01; -97.17
169569978.590000; 0.01; -0.01; -97.17
169584656.290993; 0.01; -0.01; -97.17
169600807.056995; 0.01; -0.01; -97.17
169618545.794998; 0.01; -0.01; -97.17
169632829.673996; 0.01; -0.01; -97.17
169650034.412994; 0.01; -0.01; -97.17
169664753.508991; 0.01; -0.01; -97.17
169681286.043995; 0.01; -0.01; -97.17
169697781.932999; 0.01; -0.01; -97.17
169716660.744995; 0.01; -0.01; -97.17
169729696.060997; 0.01; -0.01; -97.17
169746439.883995; 0.01; -0.01; -97.17
169761735.396996; 0.01; -0.01; -97.17
169776689.535995; 0.01; -0.01; -97.17
169793835.307995; 0.01; -0.01; -97.17
169808738.601997; 0.01; -0.01; -97.17
169825509.405991; 0.01; -0.01; -97.17
169842178.522995; 0.01; -0.01; -97.17
169856727.558994; 0.01; -0.01; -97.17
169873449.479992; 0.01; -0.01; -97.17
169888652.132996; 0.01; -0.01; -97.17
169904906.115997; 0.01; -0.01; -97.17
169920852.429996; 0.01; -0.01; -97.17
